primary_sentence,secondary_sentence,label
¿En qué fechas inician las matrículas ordinarias?,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo retirar asignaturas por caso fortuito?,0
¿En qué fechas inician las matrículas ordinarias?,¿Solicitar retiro por fuerza mayor durante el semestre?,0
¿En qué fechas inician las matrículas ordinarias?,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿En qué fechas inician las matrículas ordinarias?,Formulario para retiro extemporáneo en la EPN,0
¿En qué fechas inician las matrículas ordinarias?,Plazo para el retiro extemporáneo de asignaturas,0
¿En qué fechas inician las matrículas ordinarias?,Concesión de Tercera Matrícula para Tercer Nivel,0.3
¿En qué fechas inician las matrículas ordinarias?,Condiciones para obtener una tercera matrícula,0.25
¿En qué fechas inician las matrículas ordinarias?,Formulario y requisitos tercera matrícula,0.3
¿En qué fechas inician las matrículas ordinarias?,Asignaturas que No Otorgan Créditos,0
¿En qué fechas inician las matrículas ordinarias?,¿Cuáles son asignaturas sin créditos?,0
¿En qué fechas inician las matrículas ordinarias?,¿Deportes y Clubes otorgan créditos?,0
¿En qué fechas inician las matrículas ordinarias?,Prácticas Preprofesionales,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo son prácticas preprofesionales?,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo aprobar prácticas preprofesionales?,0
¿En qué fechas inician las matrículas ordinarias?,Inscripciones en Otras Unidades Académicas,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo inscribirme en asignaturas de otras unidades?,0
¿En qué fechas inician las matrículas ordinarias?,Restricciones para inscripción en otras unidades,0
¿En qué fechas inician las matrículas ordinarias?,Mallas Curriculares,0
¿En qué fechas inician las matrículas ordinarias?,¿Dónde ver mallas curriculares de mi carrera?,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo consultar mallas curriculares?,0
¿En qué fechas inician las matrículas ordinarias?,Honestidad Académica y Código de Ética,0
¿En qué fechas inician las matrículas ordinarias?,Reglamento de disciplina y sanciones,0
¿En qué fechas inician las matrículas ordinarias?,¿Puedo solicitar clarificaciones sobre código de ética?,0
¿En qué fechas inician las matrículas ordinarias?,Restricciones para Matriculación,0.3
¿En qué fechas inician las matrículas ordinarias?,Cómo solucionar restricciones de matriculación,0.3
¿En qué fechas inician las matrículas ordinarias?,¿Excepciones a restricciones de matriculación?,0.25
¿En qué fechas inician las matrículas ordinarias?,Suficiencia en Inglés,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo obtener la suficiencia en inglés?,0
¿En qué fechas inician las matrículas ordinarias?,Proceso de inscripción en el inglés para niveles superiores,0
¿En qué fechas inician las matrículas ordinarias?,Limitaciones por Suficiencia de Inglés,0
¿En qué fechas inician las matrículas ordinarias?,Suficiencia de inglés y límites de créditos,0
¿En qué fechas inician las matrículas ordinarias?,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
¿En qué fechas inician las matrículas ordinarias?,Hola,0
¿En qué fechas inician las matrículas ordinarias?,Hola pantera,0
¿En qué fechas inician las matrículas ordinarias?,Necesito ayuda,0
¿En qué fechas inician las matrículas ordinarias?,Gracias,0
¿En qué fechas inician las matrículas ordinarias?,Muchas gracias,0
¿En qué fechas inician las matrículas ordinarias?,Te agradezco mucho,0
Calendario académico para matrículas ordinarias,Requisitos de una Matrícula Ordinaria,0.3
Calendario académico para matrículas ordinarias,¿Qué requisitos necesito para matricularme?,0.25
Calendario académico para matrículas ordinarias,Pasos previos para una matrícula ordinaria,0.5
Calendario académico para matrículas ordinarias,Procedimiento para una Matrícula Ordinaria,0.5
Calendario académico para matrículas ordinarias,¿Qué pasos debo seguir para matricularme?,0.5
Calendario académico para matrículas ordinarias,¿Qué se hace durante una matrícula ordinaria?,0.6
Calendario académico para matrículas ordinarias,Matrícula Ordinaria Asistida,0.4
Calendario académico para matrículas ordinarias,Quiero una matrícula asistida,0.3
Calendario académico para matrículas ordinarias,No hubo cupo en todas mis asignaturas,0.2
Calendario académico para matrículas ordinarias,Matrícula Especial,0.2
Calendario académico para matrículas ordinarias,¿Para que sirve una matrícula especial?,0.1
Calendario académico para matrículas ordinarias,¿En qué casos puedo pedir una matrícula especial?,0.1
Calendario académico para matrículas ordinarias,Proceso para una Matrícula Especial,0.2
Calendario académico para matrículas ordinarias,¿Cómo solicito una matrícula especial?,0.1
Calendario académico para matrículas ordinarias,Pedir una matrícula especial por casos de fuerza mayor,0.1
Calendario académico para matrículas ordinarias,Tipos de Becas,0
Calendario académico para matrículas ordinarias,¿Cómo solicito una beca?,0
Calendario académico para matrículas ordinarias,Necesito información sobre las becas,0
Calendario académico para matrículas ordinarias,Becas al Mérito Cultural,0
Calendario académico para matrículas ordinarias,¿Puedo pedir una beca al mérito cultural?,0
Calendario académico para matrículas ordinarias,Procedimiento para una beca al mérito cultural,0
Calendario académico para matrículas ordinarias,Becas por Excelencia Académica,0
Calendario académico para matrículas ordinarias,¿Puedo pedir una beca por excelencia académica?,0
Calendario académico para matrículas ordinarias,Procedimiento para una beca por excelencia académica,0
Calendario académico para matrículas ordinarias,Becas por Vulnerabilidad por Situación Económica,0
Calendario académico para matrículas ordinarias,¿Puedo pedir una beca por vulnerabilidad económica?,0
Calendario académico para matrículas ordinarias,Procedimiento para una beca por vulnerabilidad económica,0
Calendario académico para matrículas ordinarias,Actualización de Datos Socioeconómicos,0
Calendario académico para matrículas ordinarias,Quiero actualizar mis datos socioeconómicos,0
Calendario académico para matrículas ordinarias,Mi información socioeconómica es incorrecta,0
Calendario académico para matrículas ordinarias,Proceso de Reingreso a Pregrado,0
Calendario académico para matrículas ordinarias,Necesito regresar a mi carrera,0
Calendario académico para matrículas ordinarias,¿Qué debo hacer para regresar a mi carrera?,0
Calendario académico para matrículas ordinarias,Datos Socioeconómicos para el Reingreso a Pregrado,0
Calendario académico para matrículas ordinarias,¿Qué requisitos necesito para regresar a mi carrera?,0
Calendario académico para matrículas ordinarias,¿Cómo se si puedo volver a mi carrera?,0
Calendario académico para matrículas ordinarias,Cómo Seleccionar el Número de Partes para el Pago,0.3
Calendario académico para matrículas ordinarias,Quiero saber cómo dividir el pago de la matrícula,0.3
Calendario académico para matrículas ordinarias,¿Cómo elijo las cuotas para la matrícula?,0.3
Calendario académico para matrículas ordinarias,Fechas de Pago y Consecuencias de Retrasos,0
Calendario académico para matrículas ordinarias,Información sobre fechas de pago y penalizaciones por retraso,0
Calendario académico para matrículas ordinarias,¿Qué sucede si no cumplo con la fecha de pago de una cuota?,0
Calendario académico para matrículas ordinarias,Política de Recargos por Retraso en el Pago de Cuotas,0
Calendario académico para matrículas ordinarias,Información sobre recargos por retraso en pagos,0
Calendario académico para matrículas ordinarias,Necesito detalles sobre los recargos por retraso en los pagos,0
Calendario académico para matrículas ordinarias,Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,0
Calendario académico para matrículas ordinarias,Soluciones para dificultades económicas en el pago de cuotas,0
Calendario académico para matrículas ordinarias,¿Cómo actuar si no pago la cuota a tiempo?,0
Calendario académico para matrículas ordinarias,Facturación y Pagos en el Sistema SAEw,0
Calendario académico para matrículas ordinarias,Información sobre la facturación en el sistema SAEw,0
Calendario académico para matrículas ordinarias,Detalles sobre el proceso de facturación en el sistema SAEw,0
Calendario académico para matrículas ordinarias,Calendario Académico e Inicio de Clases,0
Calendario académico para matrículas ordinarias,Inicio de clases para el nuevo periodo académico,0
Calendario académico para matrículas ordinarias,Cronograma actividades académicas,0
Calendario académico para matrículas ordinarias,Aportes Voluntarios,0
Calendario académico para matrículas ordinarias,¿Cómo hacer aportes voluntarios?,0
Calendario académico para matrículas ordinarias,Aportes a la FEPON,0
Calendario académico para matrículas ordinarias,Pérdida de la Gratuidad,0
Calendario académico para matrículas ordinarias,Pérdida de gratuidad por cambio de carrera,0
Calendario académico para matrículas ordinarias,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Calendario académico para matrículas ordinarias,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Calendario académico para matrículas ordinarias,Formulario para el retiro voluntario de asignaturas,0
Calendario académico para matrículas ordinarias,Proceso retirar todas las asignaturas,0
Calendario académico para matrículas ordinarias,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Calendario académico para matrículas ordinarias,¿Cómo retirar asignaturas por caso fortuito?,0
Calendario académico para matrículas ordinarias,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Calendario académico para matrículas ordinarias,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Calendario académico para matrículas ordinarias,Formulario para retiro extemporáneo en la EPN,0
Calendario académico para matrículas ordinarias,Plazo para el retiro extemporáneo de asignaturas,0
Calendario académico para matrículas ordinarias,Concesión de Tercera Matrícula para Tercer Nivel,0.3
Calendario académico para matrículas ordinarias,Condiciones para obtener una tercera matrícula,0.3
Calendario académico para matrículas ordinarias,Formulario y requisitos tercera matrícula,0.3
Calendario académico para matrículas ordinarias,Asignaturas que No Otorgan Créditos,0
Calendario académico para matrículas ordinarias,¿Cuáles son asignaturas sin créditos?,0
Calendario académico para matrículas ordinarias,¿Deportes y Clubes otorgan créditos?,0
Calendario académico para matrículas ordinarias,Prácticas Preprofesionales,0
Calendario académico para matrículas ordinarias,¿Cómo son prácticas preprofesionales?,0
Calendario académico para matrículas ordinarias,¿Cómo aprobar prácticas preprofesionales?,0
Calendario académico para matrículas ordinarias,Inscripciones en Otras Unidades Académicas,0
Calendario académico para matrículas ordinarias,¿Cómo inscribirme en asignaturas de otras unidades?,0
Calendario académico para matrículas ordinarias,Restricciones para inscripción en otras unidades,0
Calendario académico para matrículas ordinarias,Mallas Curriculares,0
Calendario académico para matrículas ordinarias,¿Dónde ver mallas curriculares de mi carrera?,0
Calendario académico para matrículas ordinarias,¿Cómo consultar mallas curriculares?,0
Calendario académico para matrículas ordinarias,Honestidad Académica y Código de Ética,0
Calendario académico para matrículas ordinarias,Reglamento de disciplina y sanciones,0
Calendario académico para matrículas ordinarias,¿Puedo solicitar clarificaciones sobre código de ética?,0
Calendario académico para matrículas ordinarias,Restricciones para Matriculación,0.3
Calendario académico para matrículas ordinarias,Cómo solucionar restricciones de matriculación,0.3
Calendario académico para matrículas ordinarias,¿Excepciones a restricciones de matriculación?,0.3
Calendario académico para matrículas ordinarias,Suficiencia en Inglés,0
Calendario académico para matrículas ordinarias,¿Cómo obtener la suficiencia en inglés?,0
Calendario académico para matrículas ordinarias,Proceso de inscripción en el inglés para niveles superiores,0
Calendario académico para matrículas ordinarias,Limitaciones por Suficiencia de Inglés,0
Calendario académico para matrículas ordinarias,Suficiencia de inglés y límites de créditos,0
Calendario académico para matrículas ordinarias,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Calendario académico para matrículas ordinarias,Hola,0
Calendario académico para matrículas ordinarias,Hola pantera,0
Calendario académico para matrículas ordinarias,Necesito ayuda,0
Calendario académico para matrículas ordinarias,Gracias,0
Calendario académico para matrículas ordinarias,Muchas gracias,0
Calendario académico para matrículas ordinarias,Te agradezco mucho,0
Requisitos de una Matrícula Ordinaria,Procedimiento para una Matrícula Ordinaria,0.4
Requisitos de una Matrícula Ordinaria,¿Qué pasos debo seguir para matricularme?,0.7
Requisitos de una Matrícula Ordinaria,¿Qué se hace durante una matrícula ordinaria?,0.5
Requisitos de una Matrícula Ordinaria,Matrícula Ordinaria Asistida,0.5
Requisitos de una Matrícula Ordinaria,Quiero una matrícula asistida,0.5
Requisitos de una Matrícula Ordinaria,No hubo cupo en todas mis asignaturas,0.2
Requisitos de una Matrícula Ordinaria,Matrícula Especial,0.1
Requisitos de una Matrícula Ordinaria,¿Para que sirve una matrícula especial?,0.1
Requisitos de una Matrícula Ordinaria,¿En qué casos puedo pedir una matrícula especial?,0.1
Requisitos de una Matrícula Ordinaria,Proceso para una Matrícula Especial,0
Requisitos de una Matrícula Ordinaria,¿Cómo solicito una matrícula especial?,0
Requisitos de una Matrícula Ordinaria,Pedir una matrícula especial por casos de fuerza mayor,0
Requisitos de una Matrícula Ordinaria,Tipos de Becas,0
Requisitos de una Matrícula Ordinaria,¿Cómo solicito una beca?,0
Requisitos de una Matrícula Ordinaria,Necesito información sobre las becas,0
Requisitos de una Matrícula Ordinaria,Becas al Mérito Cultural,0
Requisitos de una Matrícula Ordinaria,¿Puedo pedir una beca al mérito cultural?,0
Requisitos de una Matrícula Ordinaria,Procedimiento para una beca al mérito cultural,0
